,,,,,,00126        Tarragona (Marques),,,,,,,,,,,,20/11/2025,,,
infcontrolalmacen,,,,,,,,,,,,,,,,,,,,,
,,,,,,Informe Control de Almacén,,,,,,,,,,,Pág. 1  de 8,,,,
Ordenado por Artículo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Criterios:   , Fechas Cuadre:  Mes Panel de Control.",,,,,,,,,,,,,,,,Moneda de Uso: EUROS,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Cuadre Inicial,,,Inventario total,,,,01/11/2025  12:18:43 ,,,,Cuadre Final,,,Cuadre completo,,,,19/11/2025  01:09:57 ,,,
Empleado,,"AGUILO MORESO, JUDITH",,,,,,,,,Empleado,,"GALLEGO CHICA, MARIA DEL CARMEN",,,,,,,,
Fecha de grabación,,,01/11/2025  12:18:50 ,,,,,,,,Fecha de grabación,,,19/11/2025  01:10:36 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Artículo,,,,,,,,Inicial,Entradas,Salida,,Consumo,,Teórica,Desperdicio,Sobra - Falta,,Robo,%,Consumo,Real
,,,,,,,,,,,,,,,,,,,,,
CRJA,,* ME CRUNCHY JALAPE?O 500GR,,,,,Kilogramo,,"0,600","0,500",,"0,020","1,080",,"0,000",,,"1,080",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CRPZ,, CORTADOR TOP 50,,,,,Unidad,,"50,000",,,,"50,000",,"0,000",,,"50,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CU?,, CU?A PARA PORCIONES,,,,,Unidad,,"9.750,000",,,,"9.750,000",,"0,000",,,"9.750,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
DCHO,,* DANET CHOCO,,,,,Unidad,,"4,000","20,000",,"22,000","2,000",,"5,000",,"22,73","7,000",,,
,,,,,,,,,,,,,,,,,,,,,
DGI2,, ZZ DELANTAL Y GORRO INFANTIL 2,,,,,Unidad,,"676,000",,,,"676,000",,"0,000",,,"676,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
DJL,, YY DIORAMA JUSTICE LEAGUE,,,,,Unidad,,"266,000",,,"2,000","264,000",,"0,000",,,"264,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
DOGR,,* DORITOS TEX MEX (160GR),,,,,Unidad,,"10,000",,,,"10,000",,"0,000",,,"10,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
DOPQ,,* DORITOS TEX MEX B.PEQ 44GR,,,,,Unidad,,"13,000",,,,"13,000",,"0,000",,,"13,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
DPOU,,* DANONINO BEBEDINO FRESA,,,,,Unidad,,"5,000","44,000",,"38,000","11,000",,"-2,000",,"-5,26","9,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
ENVMN,, ENVASE MINIS (TP),,,,,Unidad,,"100,000",,,,"100,000",,"0,000",,,"100,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
EQ,,* TOPPING PARA MOZZARELLA,,,,,Kilogramo,,"136,480","720,000",,"594,108","262,372",,"-1,000",,"-0,17","261,372",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
ESAM,,* ME ETIQUETA SALSERA MENEO RAME,,,,,Unidad,,"610,000","500,000",,"66,000","1.044,000",,"0,000",,,"1.044,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
ETBI,, ETIQUETA BLANCA 55X50 IMPRESOR,,,,,Unidad,,"8.000,000",,,,"8.000,000",,"0,000",,,"8.000,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
EU66,,* ENVASE EUROAHORRO 660 UDS,,,,,Unidad,,"659,000",,,,"659,000",,"0,000",,,"659,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
EWRAP,,* MP - ENVASE WRAP,,,,,Unidad,,"27,000",,,"9,000","18,000",,"34,000",,"100,00","52,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FANMI,,* FANTASMIKOS,,,,,Unidad,,"63,000",,,"9,000","54,000",,"-6,000",,"-66,67","48,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FINQ,,* CRUJIENTES (FINGERS) DE QUE,,,,,Kilogramo,,"0,000",,,,"0,000",,"0,000",,,"0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GAMBC,,* YY GAMBA COCIDA,,,,,Kilogramo,,"1,181","5,400",,"2,676","3,905",,"0,000",,,"3,905",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GUINF,, GUANTES INFANTIL 2020,,,,,Unidad,,"119,000",,,,"119,000",,"0,000",,,"119,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
HAMPR,,* HAMBURGUESA POLLO REBOZADA 100,,,,,Kilogramo,,"6,151","15,000",,"3,500","17,651",,"-3,651",,"-100,00","14,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
HAMSV,,* HAMBURGUESA SMASH VACUNO,,,,,Kilogramo,,"6,462","6,720",,"4,680","8,502",,"-0,360",,"-7,69","8,142",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
HAR,,* SEMOLA DE ROBLE,,,,,Kilogramo,,"0,000","230,000",,"92,434","137,566",,"-20,000",,"-21,64","117,566",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
JA,,* JAMON FRANQUI,,,,,Kilogramo,,"21,798","48,000",,"54,958","14,840",,"0,000",,,"14,840",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
JIBE,,* JAMON IBERICO,,,,,Kilogramo,,"2,250","1,920",,"2,550","1,620",,"0,000",,,"1,620",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KHD,,* SOBRES KETCHUP,,,,,Unidad,,"561,000","275,000",,"260,000","576,000",,"0,000",,,"576,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KIKAM,,* KIT KAT MIX,,,,,Kilogramo,,"8,990",,,"1,450","7,540",,"0,000",,,"7,540",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KL500,,* PET KAS LIMON 500ML,,,,,Unidad,,"16,000","12,000",,"9,000","19,000",,"0,000",,,"19,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KLZ33,,* LATA KAS LIMON,,,,,Unidad,,"47,000",,,"21,000","26,000",,"0,000",,,"26,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KN500,,* PET KAS NARANJA 500ML,,,,,Unidad,,"25,000","24,000",,"41,000","8,000",,"0,000",,,"8,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KNZ1L,,* PET KAS NARANJA 1L,,,,,Unidad,,"40,000","24,000",,"27,000","37,000",,"0,000",,,"37,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
KNZ33,,* LATA KAS NARANJA,,,,,Unidad,,"66,000",,,"47,000","19,000",,"1,000","1,000",,"19,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
L7UPZ,,* LATA 7UP ZERO,,,,,Unidad,,"108,000",,,"32,000","76,000",,"0,000",,,"76,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LA33,,* LATA CERVEZA AMSTEL 33CC,,,,,Unidad,,"58,000","24,000",,"27,000","55,000",,"0,000",,,"55,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LAGR,,* LAYS SAL B.GRANDE 160GR,,,,,Unidad,,"3,000",,,"4,000","-1,000",,"1,000",,"25,00","0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LAPQ,,* LAYS SAL B.PEQ 44GR,,,,,Unidad,,"6,000","6,000",,,"12,000",,"0,000",,,"12,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LASF,,* LATA CERVEZA EL AGUILA S FILTR,,,,,Unidad,,"49,000","24,000",,"18,000","55,000",,"0,000",,,"55,000",,,
,,,,,,,,,,,,,,,,,,,,,
LCAR,,* LATA CERVEZA AMSTEL RADLER,,,,,Unidad,,"93,000","24,000",,,"117,000",,"0,000",,,"117,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LCB,,* LATA DE CERVEZA BUCKLER SIN AL,,,,,Unidad,,"47,000","48,000",,"14,000","81,000",,"0,000",,,"81,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LCC,,* LATA DE CERVEZA CRUZCAMPO,,,,,Unidad,,"38,000","72,000",,"26,000","84,000",,"0,000",,,"84,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LCCS,,* LATA CERVEZA CRUZCAMPO 0.0,,,,,Unidad,,"0,000",,,,"0,000",,"0,000",,,"0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LCH,,* LATA DE CERVEZA HEINEKEN,,,,,Unidad,,"38,000","96,000",,"42,000","92,000",,"0,000",,,"92,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LDES,,* LATA DESPERADOS 50 CC,,,,,Unidad,,"54,000",,,"4,000","50,000",,"0,000",,,"50,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LMA5,,* PET LIPTON MANGO MARACUYA 500,,,,,Unidad,,"20,000",,,"1,000","19,000",,"0,000",,,"19,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LMEN,,* ZZ LATA MONSTER ENERGY,,,,,Unidad,,"32,000",,,,"32,000",,"0,000",,,"32,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LMML,,* ZZ LATA MONSTER MANGO LOCO,,,,,Unidad,,"29,000",,,,"29,000",,"0,000",,,"29,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LMUW,,* ZZ LATA MONSTER ULTRA WHITE,,,,,Unidad,,"27,000",,,,"27,000",,"0,000",,,"27,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LMZE,,* ZZ LATA MONSTER ZERO,,,,,Unidad,,"24,000",,,,"24,000",,"0,000",,,"24,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LRBG,,* LATA RED BULL ICE GUMMY 250 ML,,,,,Unidad,,"21,000",,,,"21,000",,"0,000",,,"21,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LRBR,,* LATA RED BULL 250 ML (ENERGY D,,,,,Unidad,,"41,000",,,"9,000","32,000",,"0,000",,,"32,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LRBW,,* LATA RED BULL WATERMELON 250 M,,,,,Unidad,,"0,000",,,"4,000","-4,000",,"4,000",,"100,00","0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LT500,,* PET LIPTON ZERO 500ML,,,,,Unidad,,"40,000","24,000",,"52,000","12,000",,"0,000",,,"12,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LTZ33,,* LATA LIPTON ZERO,,,,,Unidad,,"102,000",,,"61,000","41,000",,"0,000",,,"41,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MAC4,,* TARRINA MACADAMIA 460 ML,,,,,Unidad,,"3,000","20,000",,"21,000","2,000",,"11,000",,"52,38","13,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MAC9,,* TARRINA MACADAMIA 95 ML,,,,,Unidad,,"120,000",,,"6,000","114,000",,"-50,000",,"-100,00","64,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MCO17,, MANTELES COLEGIOS 2017,,,,,Unidad,,"200,000",,,,"200,000",,"0,000",,,"200,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MHD,,* SOBRES MOSTAZA,,,,,Unidad,,"1.134,000",,,"9,000","1.125,000",,"0,000",,,"1.125,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MIGAS,,* ZZ MIGAS,,,,,Kilogramo,,"0,000",,,,"0,000",,"0,000",,,"0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MIKPZ,,* MIKOLAPIZ,,,,,Unidad,,"52,000",,,"17,000","35,000",,"0,000",,,"35,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MOBIT,,* MOZZARELLA BITES,,,,,Kilogramo,,"1,784","13,000","1,000","10,200","3,584",,"0,173",,"1,70","3,757",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
MXFS,,* MIX FLORES SECAS 50GR,,,,,Gramo,,"69,000","50,000",,"26,000","93,000",,"-24,000",,"-92,31","69,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
NUGGET,,* NUGGETS,,,,,Kilogramo,,"4,463","10,800","2,000","7,140","6,123",,"2,615",,"36,62","8,738",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
ORE,,* OREGANO MOLIDO,,,,,Kilogramo,,"0,852",,,"0,095","0,757",,"0,000",,,"0,757",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PAGM,,* ME PAPEL ANTIGRASA MENEO,,,,,Unidad,,"1.906,000",,,"248,000","1.658,000",,"0,000",,,"1.658,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PAHCOM,, PAPEL DE HORNO PARA COMPLEMENT,,,,,Unidad,,"3.050,000","4.500,000",,,"7.550,000",,"0,000",,,"7.550,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PANT,,* PAPEL ANTIGRASA,,,,,Unidad,,"1.929,545",,,"120,000","1.809,545",,"0,000",,,"1.809,545",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PANTRO,,* BACON ASADO TROCEADO 6X500GR,,,,,Kilogramo,,"3,780","3,000","1,000","1,160","4,620",,"-1,000",,"-86,21","3,620",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PAXL,,* PAPEL ANTIGRASA XL,,,,,Unidad,,"2.390,000",,,"67,000","2.323,000",,"0,000",,,"2.323,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PBB3,,* PAN BURGER BRIOCHE 30 UDS,,,,,Unidad,,"18,000","120,000",,"86,000","52,000",,"12,000",,"13,95","64,000",,,
,,,,,,,,,,,,,,,,,,,,,
PE,,* PEPPERONI,,,,,Kilogramo,,"1,464","34,000",,"35,495","-0,031",,"2,907",,"8,19","2,876",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PEGM,, PEGATINAS MINIS (TP),,,,,Unidad,,"8.000,000",,,,"8.000,000",,"0,000",,,"8.000,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PGL1,, PEGATINA LUMINOSA TPZ 1,,,,,Unidad,,"0,000","150,000",,,"150,000",,"0,000",,,"150,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PGL2,, PEGATINA LUMINOSA TPZ 2,,,,,Unidad,,"0,000","150,000",,,"150,000",,"0,000",,,"150,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PGTP,,* PATATAS GAJO  (TP),,,,,Kilogramo,,"9,150","60,000",,"58,350","10,800",,"0,000",,,"10,800",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PI,,* PI?A,,,,,Kilogramo,,"35,183","11,040","1,840","14,569","29,814",,"-3,680",,"-25,26","26,134",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PIKN,,* ME SALSA PICANTONA 32X45GR,,,,,Unidad,,"85,000",,,"6,000","79,000",,"-26,000",,"-100,00","53,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PKTAI,,* PASTA KATAIFI 500GR,,,,,Kilogramo,,"1,000",,,"0,700","0,300",,"0,000",,,"0,300",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PMASD,,* PIMIENTO ASADO,,,,,Kilogramo,,"4,343","12,000",,"16,176","0,167",,"7,467",,"46,16","7,634",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PNFCC,,* PAN FOCACCIA,,,,,Unidad,,"27,000",,,"8,000","19,000",,"0,000",,,"19,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PR1L,,* PET PEPSI REGULAR 1L,,,,,Unidad,,"105,000","48,000",,"100,000","53,000",,"0,000",,,"53,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PR33,,* LATA PEPSI REGULAR,,,,,Unidad,,"186,000","168,000",,"203,000","151,000",,"0,000",,,"151,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PR500,,* PET PEPSI REGULAR 500ML,,,,,Unidad,,"96,000","24,000",,"126,000","-6,000",,"6,000",,"4,76","0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PUBE,,* YY PULLED BEEF,,,,,Kilogramo,,"0,000",,,,"0,000",,"0,000",,,"0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PUPO,,* PULLED PORK REFRIGERADO 500GR,,,,,Kilogramo,,"11,189","4,000",,"8,305","6,884",,"0,000",,,"6,884",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PVN,,* PIMIENTO VERDE CONGELADO,,,,,Kilogramo,,"5,888","12,000",,"11,551","6,337",,"0,000",,,"6,337",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PZ1L,,* PET PEPSI ZERO 1L,,,,,Unidad,,"61,000","24,000",,"54,000","31,000",,"0,000",,,"31,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PZ33,,* LATA PEPSI ZERO,,,,,Unidad,,"131,000","72,000",,"76,000","127,000",,"0,000",,,"127,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
PZ500,,* PET PEPSI ZERO 500ML,,,,,Unidad,,"69,000","72,000",,"98,000","43,000",,"0,000",,,"43,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QCAB,,* QUESO CABRA,,,,,Kilogramo,,"2,611","21,000","2,000","16,055","5,556",,"-0,238",,"-1,48","5,318",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QCHDNP,,* QUESO CHEDDAR NARANJA PICADO,,,,,Kilogramo,,"3,856","8,000",,"9,781","2,075",,"-0,662",,"-6,77","1,413",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QCHLO,,* QUESO CHEDDAR LONCHAS,,,,,Kilogramo,,"2,940",,,"2,260","0,680",,"0,400",,"17,70","1,080",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QFCPJ,,* QUESO FUNDIDO IRL,,,,,Gramo,,"1.565,000",,,"879,000","686,000",,"0,000",,,"686,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QPRO,,* QUESO PROVOLONE,,,,,Kilogramo,,"0,000","29,000",,"19,919","9,081",,"-2,000",,"-10,04","7,081",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QRG,,* ZZ QUESO RALLADO GRATINAR,,,,,Kilogramo,,"0,000",,,,"0,000",,"0,000",,,"0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QSBR,,* QUESO SBRINZ,,,,,Kilogramo,,"3,283","11,000",,"8,459","5,824",,"-1,000",,"-11,82","4,824",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
QTRU,,* QUESO TRUFADO 1 KG,,,,,Kilogramo,,"0,960","3,000",,"2,080","1,880",,"0,000",,,"1,880",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
RINCHE,,* RING DE CHEDDAR,,,,,Kilogramo,,"0,471","12,000",,"5,210","7,261",,"-0,094",,"-1,80","7,167",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
RJGR,,* RUFFLES JAMON B.GRANDE 150GR,,,,,Unidad,,"2,000",,,,"2,000",,"0,000",,,"2,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
RJPQ,,* RUFFLES JAMON B.PEQ 45GR,,,,,Unidad,,"3,000","6,000",,,"9,000",,"0,000",,,"9,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
RTB84,, ROLLO TERMICO BLANCO,,,,,Unidad,,"160,000",,,,"160,000",,"0,000",,,"160,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SAL6,,* ME SALSERA ECOP. 60 ML,,,,,Unidad,,"211,000","50,000",,"66,000","195,000",,"0,000",,,"195,000",,,
,,,,,,,,,,,,,,,,,,,,,
SBBQB,,* SALSA BARBACOA BOLSA,,,,,Kilogramo,,"75,070","126,000",,"106,635","94,435",,"0,000",,,"94,435",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SBREAP,,* SOBRES ACEITE PICANTE 300,,,,,Unidad,,"714,500",,,"52,500","662,000",,"0,000",,,"662,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SC,,* TARRINA SALSA BARBACOA,,,,,Unidad,,"0,000","320,000",,"149,000","171,000",,"0,000",,,"171,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SCBU,,* SEPARADOR CAJA BURGER,,,,,Unidad,,"286,000",,,"36,000","250,000",,"320,000",,"100,00","570,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SCCE,,* ME SALSA CREMOSA CEBOLLINO,,,,,Unidad,,"55,000",,,"18,000","37,000",,"-8,000",,"-44,44","29,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SCCRE,,* STICK COOKIE &CREAM 80 ML,,,,,Unidad,,"32,000",,,,"32,000",,"0,000",,,"32,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SCHB,,* SALSA DE CHOCOLATE BOTELLA,,,,,Kilogramo,,"2,900","1,500",,"3,175","1,225",,"0,750",,"23,62","1,975",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SEMA,,* SEMOLA MALTEADA 600 GR,,,,,Kilogramo,,"0,080","7,200",,"1,570","5,710",,"0,000",,,"5,710",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SERM,, ME SERVILLETA KRAFT MENEO 30X4,,,,,Unidad,,"940,000",,,,"940,000",,"0,000",,,"940,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SHCL,,* SALCHICHA CLASSIC,,,,,Kilogramo,,"2,842","9,800",,"8,871","3,771",,"0,350",,"3,95","4,121",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SIMPR,, SERVILLETA IMPRESA 32X40 MAXIS,,,,,Unidad,,"6.000,000",,,,"6.000,000",,"0,000",,,"6.000,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SLCM,,* YY SALSA CURRY MANGO,,,,,Kilogramo,,"1,250",,,"0,080","1,170",,"0,000",,,"1,170",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SLIME,, SLIME,,,,,Unidad,,"218,000","25,000",,"15,000","228,000",,"0,000",,,"228,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SMAK,,* STICK MACADAMIA 80 ML,,,,,Unidad,,"22,000",,,"3,000","19,000",,"2,000",,"66,67","21,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SMAY,,* ME SALSA MAYO,,,,,Unidad,,"36,000",,,"8,000","28,000",,"7,000",,"87,50","35,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SMAYO,,* SALSA MAYONESA TRUFA 875ML,,,,,Kilogramo,,"3,690",,,"1,170","2,520",,"0,875",,"74,79","3,395",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SMED,,* ME SALSA MEDITERRANEA,,,,,Unidad,,"48,000","32,000",,"10,000","70,000",,"-31,000",,"-100,00","39,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SMIE,,* ME SALSA MIEL MOSTAZA 32X40GR,,,,,Unidad,,"55,000",,,"16,000","39,000",,"13,000",,"81,25","52,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
SORP,, REGALO SORPRESA,,,,,Unidad,,"0,000",,,"68,000","-68,000",,"68,000",,"100,00","0,000",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
